ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,id
16000001,2 to 5,"",322
16000001,2 to 5,"",4785
16000001,6 to 10,"",5004
16000001,11 to 25,"",3430
16000001,"","",5118
533513,201 to 1000,Technology - Software,3827
9106743,6 to 10,NON_PROFIT_ORGANIZATION_MANAGEMENT,5039
1814663,2 to 5,"",1933
16000001,2 to 5,"",1863
16000001,1,"",3365
16000001,1,"",4782
16000001,"","",556
16000001,1,"",3295
16000001,6 to 10,"",5172
16000001,2 to 5,"",3701
16000001,2 to 5,"",3700
16000001,51 to 200,"",1382
300848,2 to 5,"",3988
4388,2 to 5,"",1663
16000001,1,"",3070
139592,1001 to 10000,"",1552
16000001,"","",4385
16000001,6 to 10,"",3447
,1001 to 10000,"",3725
16000001,1,"",3764
16000001,6 to 10,MARKETING_AND_ADVERTISING,3454
1799868,51 to 200,Manufacturing,4995
16000001,6 to 10,"",2219
1937110,51 to 200,HOSPITAL_HEALTH_CARE,2005
16000001,"","",4008
329501,201 to 1000,ENTERTAINMENT,3113
16000001,1,"",4425
16000001,2 to 5,"",706
1332556,2 to 5,"",4905
16000001,2 to 5,"",1290
16000001,2 to 5,"",4653
133964,51 to 200,"",3588
128759,2 to 5,INVESTMENT_MANAGEMENT,601
40223,51 to 200,"",2736
16000001,6 to 10,"",2013
16000001,1,"",4740
16000001,11 to 25,"",3041
16000001,1,"",2484
16000001,"","",4124
16000001,2 to 5,"",3501
16000001,6 to 10,FINANCIAL_SERVICES,3133
16000001,1,"",1232
16000001,1,"",3176
219029,26 to 50,COMPUTER_SOFTWARE,2981
7423901,1001 to 10000,"",2486
11476,"10,001 or more",Telecom & Mobile Communications,3244
6577598,26 to 50,"",4203
16000001,2 to 5,"",4523
16000001,6 to 10,"",273
16000001,26 to 50,"",2859
16000001,1,"",2985
16000001,201 to 1000,"",2157
16000001,1,"",3655
16000001,1,"",3395
16000001,2 to 5,"",3745
16000001,1,MARKETING_AND_ADVERTISING,4367
16000001,6 to 10,"",2733
16000001,1,"",617
16000001,26 to 50,"",2422
3594044,6 to 10,FINANCIAL_SERVICES,1145
16000001,"","",1170
16000001,2 to 5,"",2999
4373933,"","",3610
16000001,2 to 5,"",4755
16000001,1,"",4291
2369664,"","",5162
4726617,26 to 50,LAW_PRACTICE,2785
16000001,1,"",2790
16000001,26 to 50,"",2914
4670856,26 to 50,AUTOMOTIVE,1303
35886,1001 to 10000,COMPUTER_SOFTWARE,308
2543052,51 to 200,"",2394
8962586,2 to 5,"",440
16000001,1001 to 10000,"",1230
16000001,1,"",4973
16000001,2 to 5,"",3139
16000001,1,"",1193
16000001,11 to 25,"",1185
16000001,"","",1922
8750723,51 to 200,RELIGIOUS_INSTITUTIONS,2398
1430650,51 to 200,MARKETING_AND_ADVERTISING,3584
16000001,"","",4773
,11 to 25,COMPUTER_SOFTWARE,1528
16000001,2 to 5,"",1719
16000001,1,"",862
16000001,2 to 5,"",5002
16000001,6 to 10,"",449
16000001,2 to 5,"",2380
16000001,1,"",4711
3202157,"","",2161
1482943,26 to 50,"",3036
7591136,2 to 5,"",3496
16000001,6 to 10,"",736
16000001,51 to 200,"",2458
16000001,1,"",5112
16000001,1,"",3211
16000001,"","",2206
16956,201 to 1000,COMPUTER_SOFTWARE,1383
,"","",2566
6089,51 to 200,Media & Publishing,1971
16000001,51 to 200,"",4271
16000001,1,"",3235
16000001,6 to 10,"",4340
16000001,11 to 25,"",2153
16000001,2 to 5,"",2761
4083,201 to 1000,Technology - Software,3703
16000001,6 to 10,"",3453
16000001,1,"",3981
16000001,2 to 5,"",4517
16000001,2 to 5,"",2354
16000001,"","",2439
16000001,6 to 10,"",1846
16000001,1,"",2773
198,2 to 5,COMPUTER_SOFTWARE,1525
16000001,2 to 5,"",1169
16000001,2 to 5,"",3816
16000001,11 to 25,"",2133
4141039,26 to 50,"",1587
612078,11 to 25,Marketing Services,705
16000001,2 to 5,"",2700
16000001,11 to 25,"",3485
6593328,2 to 5,"",4597
16000001,51 to 200,"",4939
16000001,51 to 200,"",3842
37694,201 to 1000,Non-Profit/Educational Institution,5086
16000001,51 to 200,COMPUTER_SOFTWARE,4342
16000001,2 to 5,"",4928
16000001,51 to 200,"",5057
16000001,11 to 25,"",5131
16000001,26 to 50,"",3763
16000001,2 to 5,"",4899
20169,1001 to 10000,Non-Profit/Educational Institution,5088
16000001,2 to 5,"",1649
16000001,201 to 1000,"",1771
16000001,1,"",4445
719946,26 to 50,COMPUTER_SOFTWARE,3268
2089613,51 to 200,Education,1293
16000001,"","",471
16000001,26 to 50,"",4212
16000001,6 to 10,"",5067
16000001,11 to 25,"",2555
546126,51 to 200,"",4957
16000001,1,"",4516
60278,1001 to 10000,Non-Profit/Educational Institution,4689
16000001,26 to 50,"",4264
6408120,6 to 10,"",4535
16000001,2 to 5,"",4090
16000001,1,"",3412
16000001,2 to 5,LEGAL_SERVICES,1369
2229,"10,001 or more",B2C Services,3952
16000001,1,"",1598
5569150,6 to 10,"",927
16000001,26 to 50,"",2455
1440676,2 to 5,"",1866
3569543,201 to 1000,"",4474
16000001,2 to 5,"",3631
16000001,2 to 5,"",4892
16000001,1,"",1429
16000001,2 to 5,MARKETING_AND_ADVERTISING,2763
16000001,2 to 5,"",2626
16000001,2 to 5,"",1157
16000001,2 to 5,"",4848
16000001,2 to 5,"",3735
104268,11 to 25,Media & Publishing,360
1667855,26 to 50,"",5053
16000001,2 to 5,"",3478
3913700,1,"",4766
16000001,2 to 5,"",1199
242463,201 to 1000,RELIGIOUS_INSTITUTIONS,403
8877831,26 to 50,"",570
4393,201 to 1000,COMPUTER_SOFTWARE,891
1998,1001 to 10000,Banking/Financial Services,2419
11078,1001 to 10000,"",3297
16000001,1,"",4802
16000001,11 to 25,"",2804
50786,1001 to 10000,Non-Profit/Educational Institution,3792
16000001,2 to 5,"",812
16000001,6 to 10,"",1946
794992,201 to 1000,"",2927
382736,1001 to 10000,"",3152
16000001,51 to 200,COMPUTER_SOFTWARE,941
4345850,11 to 25,"",1648
16000001,6 to 10,"",3403
7524751,51 to 200,Non-Profit/Educational Institution,1606
16000001,2 to 5,"",2032
16000001,1,"",1393
81311,201 to 1000,Non-Profit/Educational Institution,1337
16000001,6 to 10,MARKETING_AND_ADVERTISING,2539
2223600,2 to 5,E_LEARNING,4671
16000001,1001 to 10000,"",3056
3567525,51 to 200,HIGHER_EDUCATION,2333
16000001,26 to 50,"",4763
16000001,2 to 5,"",4950
16000001,51 to 200,"",2482
1832462,2 to 5,Advertising & Marketing Services,4219
16000001,"","",1345
16000001,6 to 10,"",396
16000001,2 to 5,"",3439
16000001,1,"",2833
16000001,2 to 5,"",1901
16000001,1,"",722
4405008,11 to 25,"",4508
16000001,1001 to 10000,REAL_ESTATE,928
16000001,201 to 1000,"",577
16000001,2 to 5,"",2764
16000001,6 to 10,"",2172
16000001,11 to 25,"",2542
16000001,6 to 10,"",2171
16000001,2 to 5,"",5193
16000001,1,"",1416
16000001,51 to 200,AUTOMOTIVE,823
4393,201 to 1000,COMPUTER_SOFTWARE,890
16000001,51 to 200,"",2922
1685425,2 to 5,"",2057
16000001,1,"",5041
9086,1001 to 10000,EDUCATION_MANAGEMENT,1608
693788,26 to 50,"",445
16000001,1,"",1069
16000001,2 to 5,"",3671
16000001,2 to 5,"",609
16000001,"","",4714
16000001,11 to 25,"",768
16000001,6 to 10,"",2987
434079,1001 to 10000,CIVIL_ENGINEERING,4952
16000001,"","",4736
451752,2 to 5,"",5198
2119714,6 to 10,"",463
16000001,2 to 5,"",3329
16000001,11 to 25,"",1975
41044,1001 to 10000,HIGHER_EDUCATION,2769
16000001,2 to 5,"",3312
3506102,"","",4105
13433,201 to 1000,Education,2358
8298279,6 to 10,"",1027
16000001,6 to 10,"",510
4452492,26 to 50,REAL_ESTATE,2328
16000001,2 to 5,"",881
614582,11 to 25,"",5113
16000001,2 to 5,"",4007
16000001,2 to 5,"",1695
16000001,6 to 10,MARKETING_AND_ADVERTISING,581
16000001,26 to 50,travel,1102
16000001,2 to 5,"",3959
16000001,26 to 50,"",4321
105,201 to 1000,Technology - Software,5110
16000001,"","",4415
4007865,6 to 10,MARKETING_AND_ADVERTISING,803
16000001,6 to 10,ONLINE_MEDIA,3061
3430511,2 to 5,"",2075
26675,1001 to 10000,Education,2375
426559,201 to 1000,HOSPITALITY,1462
16000001,2 to 5,"",3717
16000001,2 to 5,"",1700
16000001,26 to 50,"",5074
1020573,6 to 10,MARKETING_AND_ADVERTISING,1007
,1,"",338
11034,26 to 50,"",3115
16000001,6 to 10,"",2871
16000001,2 to 5,"",2107
1486364,6 to 10,COMPUTER_SOFTWARE,1713
133180,"10,001 or more",Consumer Products,3282
16000001,"","",3713
551365,2 to 5,PUBLISHING,4590
757620,2 to 5,"",3522
5186236,26 to 50,"",2040
16000001,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,1793
16000001,2 to 5,"",3866
10237,6 to 10,COMPUTER_SOFTWARE,3392
16000001,11 to 25,"",598
668,26 to 50,"",4722
16000001,26 to 50,"",845
7386372,6 to 10,"",2977
16000001,1,"",1896
10751072,6 to 10,"",4463
3979819,2 to 5,"",605
16000001,51 to 200,"",1594
16000001,11 to 25,IMPORT_AND_EXPORT,2070
16000001,2 to 5,"",3785
2926723,2 to 5,"",4140
2470173,51 to 200,DESIGN,3712
16000001,2 to 5,"",786
16000001,26 to 50,MARKETING_AND_ADVERTISING,1595
7361070,51 to 200,INDIVIDUAL_FAMILY_SERVICES,3730
16000001,6 to 10,"",948
7652344,11 to 25,"",2106
16000001,6 to 10,CONSTRUCTION,4878
6425927,26 to 50,REAL_ESTATE,1921
868,51 to 200,NEWSPAPERS,4143
6313202,6 to 10,"",4024
1457227,6 to 10,"",2928
2148826,51 to 200,"",2341
368863,1001 to 10000,"",4542
16000001,26 to 50,REAL_ESTATE,3811
6750279,51 to 200,PUBLISHING,2058
2741402,51 to 200,"",4522
761933,6 to 10,MARKETING_AND_ADVERTISING,5060
16000001,2 to 5,"",4006
16000001,2 to 5,"",4695
6256927,2 to 5,"",2516
16000001,6 to 10,Non Profit,4014
,201 to 1000,Consulting/Advisory,2932
16000001,201 to 1000,"",1304
626994,1001 to 10000,CONSTRUCTION,3751
16000001,51 to 200,"",1739
4604639,201 to 1000,"",4799
1181248,201 to 1000,"",1761
16000001,2 to 5,"",858
16000001,1,"",1246
16000001,6 to 10,"",3619
479009,51 to 200,"",771
16000001,26 to 50,"",4746
16000001,1,"",3071
2783053,6 to 10,"",4707
16000001,6 to 10,"",3989
16000001,"","",3541
125021,201 to 1000,HIGHER_EDUCATION,1243
727046,26 to 50,DESIGN,3899
10529975,6 to 10,"",325
16000001,2 to 5,"",663
16000001,"","",1385
16000001,"","",1542
424807,201 to 1000,Non-Profit/Educational Institution,2772
16000001,26 to 50,"",1025
16000001,51 to 200,INDIVIDUAL_FAMILY_SERVICES,2982
16000001,1,"",1890
16000001,2 to 5,"",1209
16000001,2 to 5,"",2507
2918086,1,"",2942
396475,201 to 1000,HIGHER_EDUCATION,1262
83848,201 to 1000,"",2838
16000001,51 to 200,RELIGIOUS_INSTITUTIONS,275
16000001,6 to 10,"",4441
4609788,201 to 1000,"",2408
16000001,6 to 10,TRANSPORTATION_TRUCKING_RAILROAD,4258
16000001,201 to 1000,"",1752
46195,"10,001 or more",Consumer Products,5116
16000001,"","",4544
32203,51 to 200,OIL_ENERGY,427
4569303,51 to 200,CONSUMER_SERVICES,329
60495,6 to 10,COMPUTER_SOFTWARE,643
31506,1001 to 10000,Non-Profit/Educational Institution,2370
16000001,1,"",1228
16000001,26 to 50,"",2697
16000001,26 to 50,"",3839
16000001,6 to 10,"",1868
16000001,6 to 10,"",4039
542012,201 to 1000,Other,2269
16000001,1,"",2440
6019035,2 to 5,"",4659
3139121,26 to 50,COMPUTER_SOFTWARE,2234
6634984,6 to 10,"",1065
16000001,2 to 5,"",4816
353583,201 to 1000,"",2178
29414,1001 to 10000,Other,4608
16000001,2 to 5,"",4378
16000001,1,"",3961
16000001,2 to 5,"",5148
5861796,"","",2931
517,201 to 1000,Technology - Software,2676
16000001,51 to 200,"",912
16000001,1,"",3344
16000001,1,"",645
16000001,"","",2560
16000001,2 to 5,"",2613
16000001,1,"",5177
16000001,2 to 5,"",3219
,6 to 10,"",3064
16000001,6 to 10,"",2952
16000001,26 to 50,"",4418
16000001,1,"",1721
1168040,6 to 10,WHOLESALE,2780
16000001,26 to 50,"",1492
8933212,26 to 50,"",428
1539739,51 to 200,"",4775
16000001,26 to 50,"",1197
2761804,51 to 200,Technology - Hardware and Equipment,4566
,"",COMPUTER_SOFTWARE,4135
16000001,6 to 10,"",4748
16000001,6 to 10,"",3406
16000001,1,"",508
7850,"10,001 or more",Manufacturing & Wholesale,4396
16000001,2 to 5,"",1782
16000001,1,"",1301
16000001,2 to 5,"",2471
5692307,1,"",342
16000001,26 to 50,"",219
16000001,1,"",3862
4441425,6 to 10,"",2522
16000001,1,"",2213
16000001,51 to 200,MARKETING_AND_ADVERTISING,4644
104,1001 to 10000,SaaS,3804
16000001,1,"",4882
16000001,2 to 5,"",2716
16000001,2 to 5,COMPUTER_SOFTWARE,1248
16000001,"","",1158
16000001,1,"",1722
16000001,2 to 5,"",2098
16000001,2 to 5,"",1915
16000001,2 to 5,"",1725
16000001,51 to 200,"",406
2515234,26 to 50,Consulting/Advisory,4464
16000001,1,"",4733
16000001,26 to 50,"",4945
16000001,51 to 200,"",4724
16000001,11 to 25,"",524
16000001,6 to 10,"",1571
16000001,"","",4270
16000001,"","",476
16000001,26 to 50,"",2169
16000001,201 to 1000,FINANCIAL_SERVICES,1179
16000001,6 to 10,"",4160
7467662,6 to 10,CONSUMER_SERVICES,1709
16000001,"","",3901
16000001,1001 to 10000,Non-Profit/Educational Institution,4567
84599,26 to 50,Technology - Software,1655
16000001,2 to 5,"",1550
16000001,2 to 5,"",4573
16000001,11 to 25,"",2803
16000001,6 to 10,"",3488
16000001,6 to 10,COMPUTER_SOFTWARE,3386
8259605,2 to 5,"",5035
16000001,"","",3444
1388903,51 to 200,"",3208
16000001,2 to 5,"",1407
16000001,2 to 5,"",1746
16000001,2 to 5,"",934
16000001,"","",3305
8046346,26 to 50,Technology - Software,2426
2266360,2 to 5,"",4520
16000001,2 to 5,"",729
8085918,26 to 50,Marketing Services,1597
16000001,6 to 10,"",3932
16000001,1,"",2587
13937,201 to 1000,CONSUMER_GOODS,809
1149154,26 to 50,"",2912
438586,1001 to 10000,HIGHER_EDUCATION,2935
16000001,6 to 10,"",2487
1646,"10,001 or more",COMPUTER_SOFTWARE,3815
16000001,2 to 5,"",5013
16000001,1,"",3740
237559,51 to 200,HIGHER_EDUCATION,2212
13,"10,001 or more",Other,1386
16000001,2 to 5,"",4343
933579,201 to 1000,"",2567
16000001,6 to 10,"",5197
16000001,26 to 50,"",1871
16000001,11 to 25,"",3706
16000001,26 to 50,"",778
16000001,"","",4767
16000001,1,"",5200
16000001,1,"",2572
16000001,6 to 10,"",3889
16000001,6 to 10,"",1080
16000001,11 to 25,"",4037
7932976,6 to 10,"",3789
16000001,2 to 5,"",4713
787378,6 to 10,E- Commerce,5109
16000001,1,"",753
60539,1001 to 10000,"",1221
1393148,6 to 10,"",2056
16000001,26 to 50,Other,1265
16000001,1,"",4351
181631,1001 to 10000,GOVERNMENT_ADMINISTRATION,630
16000001,1,"",347
16000001,1,"",933
16000001,2 to 5,"",5174
16000001,2 to 5,"",4227
7938517,1,"",3146
16000001,201 to 1000,"",3090
16000001,2 to 5,"",937
16000001,2 to 5,"",5093
16000001,2 to 5,"",3021
16000001,51 to 200,PRINTING,1962
16000001,6 to 10,COMPUTER_SOFTWARE,3540
16000001,2 to 5,"",867
166145,6 to 10,CONSUMER_ELECTRONICS,2936
16000001,6 to 10,"",3778
43739,1001 to 10000,HIGHER_EDUCATION,3772
878208,26 to 50,"",4552
2492,51 to 200,"",2857
16000001,26 to 50,"",4868
9043759,6 to 10,"",620
16000001,6 to 10,"",1277
4378419,26 to 50,INSURANCE,5194
4245115,2 to 5,"",1505
2189590,26 to 50,"",2543
16000001,2 to 5,"",4356
1356,51 to 200,"",1635
16000001,2 to 5,"",720
16000001,51 to 200,IMPORT_AND_EXPORT,833
2047705,26 to 50,INSURANCE,1924
728615,11 to 25,"",1144
16000001,6 to 10,"",1907
16000001,6 to 10,CHEMICALS,217
,2 to 5,"",4060
6113,1001 to 10000,Non-Profit/Educational Institution,295
2346329,26 to 50,MARKETING_AND_ADVERTISING,4200
16000001,51 to 200,Other,1011
16000001,2 to 5,"",5020
16000001,"","",3937
16000001,6 to 10,FINANCIAL_SERVICES,3334
16000001,"","",1838
16000001,2 to 5,"",2148
16000001,11 to 25,"",740
16000001,"","",4533
16000001,6 to 10,"",1247
16000001,26 to 50,"",5103
1317739,51 to 200,ENTERTAINMENT,1190
16000001,51 to 200,"",710
16000001,2 to 5,"",2188
16000001,"","",2706
1165792,26 to 50,"",5040
3728226,11 to 25,"",4932
16000001,6 to 10,"",2627
16000001,6 to 10,"",950
181085,26 to 50,"",2876
779614,2 to 5,"",2972
4173178,26 to 50,OIL_ENERGY,1201
1456,51 to 200,COMPUTER_SOFTWARE,2617
16000001,"","",3415
16000001,2 to 5,"",998
16000001,"","",1121
16000001,1,"",864
16000001,51 to 200,PROFESSIONAL_TRAINING_COACHING,3218
16000001,11 to 25,"",439
8944607,11 to 25,MARKETING_AND_ADVERTISING,4963
313445,2 to 5,"",1809
16000001,26 to 50,"",2164
5003286,6 to 10,CONSUMER_SERVICES,5037
,1,"",1923
1327162,11 to 25,"",3351
2000208,11 to 25,"",216
16000001,2 to 5,"",3414
32887,1001 to 10000,LEISURE_TRAVEL_TOURISM,3768
16000001,2 to 5,"",2049
16000001,11 to 25,"",3092
3851653,1,"",4467
2296243,6 to 10,"",2033
16000001,1,"",2926
29917,6 to 10,"",501
3003324,2 to 5,"",564
16000001,2 to 5,"",4447
16000001,1,"",3504
16000001,51 to 200,"",3744
186209,201 to 1000,"",920
16000001,26 to 50,"",4813
16000001,2 to 5,"",5170
27814,"10,001 or more",Consumer Products,1051
2003492,26 to 50,"",2339
16000001,11 to 25,"",1951
16000001,2 to 5,"",2979
10499814,2 to 5,"",1834
16000001,1,"",5042
16000001,201 to 1000,Media & Publishing,855
16000001,2 to 5,"",4862
1307743,6 to 10,"",887
16000001,6 to 10,RENEWABLES_ENVIRONMENT,3883
3332657,6 to 10,"",3930
16000001,6 to 10,APPAREL_FASHION,3904
16000001,2 to 5,"",3620
16000001,1,"",1917
16000001,2 to 5,"",1912
16000001,2 to 5,"",1502
16000001,6 to 10,"",1614
16000001,6 to 10,"",4031
16000001,11 to 25,"",1273
16000001,2 to 5,"",1613
16000001,2 to 5,"",2227
16000001,2 to 5,"",3226
16000001,51 to 200,"",3652
16000001,1,"",1026
16000001,1,"",3624
16000001,2 to 5,"",2425
16000001,26 to 50,"",1508
16000001,201 to 1000,"",2816
16000001,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,339
16000001,2 to 5,"",3016
16000001,2 to 5,"",413
6734745,26 to 50,EVENTS_SERVICES,1378
4016814,6 to 10,"",3677
9392424,"","",4805
44603,6 to 10,HIGHER_EDUCATION,4605
8278527,2 to 5,"",2114
,1,"",3612
16000001,51 to 200,"",2263
2888088,1001 to 10000,"",4261
16000001,2 to 5,"",2517
16000001,1,"",4700
16000001,2 to 5,"",3324
16000001,11 to 25,"",1032
16000001,6 to 10,"",5156
7345660,201 to 1000,"",3418
4876773,6 to 10,"",4696
16000001,2 to 5,GOVERNMENT_ADMINISTRATION,3869
95935,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,2959
5539225,51 to 200,MARKETING_AND_ADVERTISING,4513
7903,1001 to 10000,Other,2953
16000001,1,"",5017
551057,201 to 1000,Consulting/Advisory,4450
16000001,26 to 50,"",2512
668,26 to 50,"",4721
16000001,2 to 5,"",4739
3475461,6 to 10,COMPUTER_SOFTWARE,2066
16000001,26 to 50,PUBLIC_RELATIONS_AND_COMMUNICATIONS,3062
913321,51 to 200,Consulting/Advisory,4951
16000001,2 to 5,"",2045
2974055,"","",3278
16000001,2 to 5,"",2845
2043184,2 to 5,"",1116
9649363,1001 to 10000,CONSUMER_SERVICES,1309
16000001,"","",4243
16000001,1001 to 10000,"",2115
16000001,2 to 5,"",4369
16000001,6 to 10,"",2850
16000001,2 to 5,"",3572
16000001,"","",3360
1373138,1,"",2575
6173741,6 to 10,"",1109
16000001,2 to 5,"",2355
107719,6 to 10,REAL_ESTATE,2149
16000001,2 to 5,"",4872
16000001,"","",3902
16000001,2 to 5,"",3032
16000001,2 to 5,"",4988
16000001,201 to 1000,"",5134
16000001,1,"",5025
16000001,"","",284
16000001,"","",4072
16000001,2 to 5,"",4452
16000001,1,"",1156
16000001,2 to 5,"",3057
855514,201 to 1000,MARKETING_AND_ADVERTISING,635
16000001,1,"",1699
16000001,51 to 200,"",4125
16000001,1,"",1788
16000001,2 to 5,"",389
302983,1001 to 10000,PRIMARY_SECONDARY_EDUCATION,2069
1307956,26 to 50,"",2963
821225,26 to 50,REAL_ESTATE,2538
6370715,2 to 5,"",5084
16000001,6 to 10,"",3506
16000001,2 to 5,"",3030
5033807,6 to 10,"",2642
470850,201 to 1000,Technology - Software,4901
16000001,26 to 50,"",1453
75172,"10,001 or more",HOSPITALITY,2078
5400852,6 to 10,"",4065
16000001,26 to 50,"",1557
7664117,2 to 5,"",3269
16000001,"","",210
16000001,1,"",3690
16000001,"","",401
5284332,201 to 1000,INSURANCE,1147
5101324,2 to 5,"",943
256113,26 to 50,eCommerce,739
16000001,51 to 200,"",800
16000001,2 to 5,"",2346
,51 to 200,COMPUTER_SOFTWARE,405
3391123,51 to 200,"",2390
16000001,1001 to 10000,Other,4405
16000001,26 to 50,"",1254
16000001,"","",1861
16000001,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,1108
16000001,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,2853
123805,1001 to 10000,HIGHER_EDUCATION,3550
1249699,1001 to 10000,"",4817
16000001,1,"",1526
159972,6 to 10,"",4095
2965481,11 to 25,"",3721
758567,201 to 1000,INSURANCE,1186
123851,26 to 50,RETAIL,3754
16000001,26 to 50,EDUCATION_MANAGEMENT,1440
16000001,26 to 50,REAL_ESTATE,2638
16000001,11 to 25,"",3003
16000001,2 to 5,"",4831
16000001,2 to 5,"",4962
2309705,2 to 5,"",5142
16000001,1,"",960
16000001,26 to 50,NON_PROFIT_ORGANIZATION_MANAGEMENT,4966
16000001,6 to 10,HEALTH_WELLNESS_AND_FITNESS,3771
16000001,201 to 1000,Finance and Insurance,3272
16000001,6 to 10,ustedes,1790
16000001,2 to 5,"",498
16000001,6 to 10,"",2969
276961,201 to 1000,"",3239
870495,51 to 200,"",2527
1390907,6 to 10,COMPUTER_SOFTWARE,3286
16000001,1,"",3941
16000001,2 to 5,"",3847
1144366,2 to 5,MENTAL_HEALTH_CARE,2366
16000001,2 to 5,"",5157
16000001,"","",713
16000001,26 to 50,"",808
1631695,11 to 25,FINANCIAL_SERVICES,2417
292095,26 to 50,COMPUTER_SOFTWARE,2556
16000001,2 to 5,"",1132
8284844,51 to 200,"",1764
16000001,6 to 10,"",2544
16000001,1,"",3217
16000001,1,"",4238
16000001,"","",3459
16000001,6 to 10,"",3973
16000001,2 to 5,LAW_PRACTICE,2436
16000001,2 to 5,"",3805
,1001 to 10000,COMPUTER_SOFTWARE,1343
544317,51 to 200,"",1358
70799,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,4883
16000001,2 to 5,"",947
16000001,51 to 200,"",603
770153,51 to 200,"",1702
3466062,11 to 25,"",4833
8147480,6 to 10,"",2480
28823,26 to 50,CONSUMER_SERVICES,264
16000001,1,"",3922
16000001,1,"",3321
16000001,11 to 25,"",1372
16000001,26 to 50,"",1527
16000001,6 to 10,"",2177
797466,201 to 1000,INSURANCE,1623
3780704,6 to 10,COMPUTER_SOFTWARE,5001
16000001,2 to 5,EDUCATION_MANAGEMENT,3570
16000001,2 to 5,"",2523
16000001,2 to 5,"",4936
175,1001 to 10000,Technology - Software,1539
186714,1001 to 10000,OIL_ENERGY,1325
16000001,1,"",700
16000001,26 to 50,RESTAURANTS,3694
8547518,6 to 10,COMPUTER_SOFTWARE,2862
16000001,6 to 10,"",4800
18281,11 to 25,Non-Profit,1987
16000001,51 to 200,"",1482
,1001 to 10000,COMPUTER_SOFTWARE,3080
16000001,2 to 5,"",1149
16000001,6 to 10,"",3002
193867,26 to 50,"",4479
16000001,201 to 1000,HIGHER_EDUCATION,3848
16000001,"","",263
587076,26 to 50,ACCOUNTING,2216
,1001 to 10000,COMPUTER_SOFTWARE,4326
16000001,26 to 50,"",3331
16000001,11 to 25,"",2665
16000001,6 to 10,"",5123
16000001,2 to 5,"",3595
16000001,6 to 10,HEALTH_WELLNESS_AND_FITNESS,2570
1449991,1001 to 10000,INFORMATION_TECHNOLOGY_AND_SERVICES,2162
6050163,2 to 5,"",2958
77816,51 to 200,MANAGEMENT_CONSULTING,3431
16000001,"","",4268
16000001,2 to 5,"",5026
4358747,201 to 1000,"",2664
16000001,26 to 50,COMPUTER_SOFTWARE,525
16000001,201 to 1000,"",4111
16000001,26 to 50,"",797
16000001,6 to 10,"",1028
3867005,51 to 200,"",1352
500963,6 to 10,"",5104
16000001,2 to 5,"",2722
224487,201 to 1000,INFORMATION_TECHNOLOGY_AND_SERVICES,1974
16000001,1,"",2605
16000001,2 to 5,"",5139
74681,26 to 50,"",777
7571662,51 to 200,BIOTECHNOLOGY,4094
5785765,2 to 5,"",4843
16000001,"","",3429
16000001,1,"",4885
8180262,"","",1940
16000001,"","",3299
16000001,2 to 5,"",2791
16000001,"","",2392
8180262,"","",1942
16000001,1,"",1559
8180262,"","",1941
2367225,6 to 10,"",4275
16000001,"","",2614
16000001,26 to 50,"",475
16000001,2 to 5,"",332
16000001,"","",1234
16000001,"","",2590
3258055,26 to 50,MARKETING_AND_ADVERTISING,737
16000001,"","",766
16000001,2 to 5,LEISURE_TRAVEL_TOURISM,3844
16000001,11 to 25,"",528
16000001,"","",4196
7974995,"",RESTAURANTS,205
16000001,6 to 10,"",4705
16000001,2 to 5,"",5145
16000001,11 to 25,"",3420
16000001,2 to 5,"",1258
16000001,2 to 5,"",2814
16000001,1,"",4784
54634,51 to 200,Consulting/Advisory,2448
16000001,2 to 5,"",2221
3657158,6 to 10,"",4049
427490,51 to 200,"",2817
16000001,6 to 10,"",5192
16000001,"","",2204
1545158,"","",1574
3855144,26 to 50,"",411
16000001,2 to 5,"",3896
16000001,2 to 5,Education,1164
16000001,1001 to 10000,Non-Profit/Educational Institution,3872
266323,51 to 200,"",1322
3078653,11 to 25,"",3561
16000001,6 to 10,"",2576
16000001,"","",4498
16000001,11 to 25,"",3578
234089,6 to 10,COSMETICS,634
16000001,"","",2671
16000001,11 to 25,"",493
16000001,2 to 5,"",1534
4813,51 to 200,Architecture,4195
4961477,11 to 25,"",4881
16000001,2 to 5,"",935
16000001,6 to 10,"",1110
16000001,"","",2533
16000001,1,"",4433
60265,6 to 10,"",909
16000001,"","",437
16000001,"","",4225
5992745,6 to 10,"",3118
2495245,1001 to 10000,"",1891
16000001,6 to 10,"",1194
16000001,6 to 10,"",2147
16000001,"","",274
16000001,2 to 5,"",885
1320467,51 to 200,"",3985
16000001,"","",1113
16000001,"","",3569
16000001,1,"",1270
16000001,2 to 5,"",5125
16000001,26 to 50,"",2444
,1001 to 10000,COMPUTER_SOFTWARE,3128
16000001,6 to 10,COMPUTER_SOFTWARE,1467
16000001,2 to 5,"",586
48462,6 to 10,"",4797
16000001,2 to 5,"",4502
16000001,2 to 5,"",3192
